Yohimbin,Yohimbine,Grön,5 mg,15 mg,"Erektion, fettförbränning.",Alfa-2 blockerare.,Hög. Ångest/Hjärta.,FALSE,2; 6
Zink,Zinc,Grön,15 mg,30 mg,"Hudläkning, akne, hormoner.",Pikolinat/Glycinat bäst.,Låg. Kopparbalans.,TRUE,1; 2
Zink,Zinc,Grön,15 mg,30 mg,"Immun, testosteron.",Kelaterad form.,Låg.,TRUE,1; 2
Zink,Zinc Lozenges,Grön,15 mg,30 mg,Halsont (lokal effekt).,Sugtabletter (Acetat/Glukonat).,Låg.,FALSE,1
Zink,Zinc,Grön,30 mg,50 mg,"Testosteron, prostata.",Viktig för mannens hälsa.,Medium. Kopparbrist.,TRUE,2; 1
Zink,Zinc,Grön,15 mg,30 mg,Depression.,Modulerar NMDA/BDNF.,Låg.,TRUE,5; 1
Zink,Zinc,Grön,15 mg,30 mg,Synaptisk plasticitet.,Neurotransmittor-modulering.,Låg.,TRUE,4; 1
Zink,Zinc,Grön,15 mg,30 mg,Insulinlagring.,Insulin-hexamerer.,Låg.,TRUE,6; 1
Zink L-Carnosine,Zinc L-Carnosine,Grön,75 mg,150 mg,Specifikt för maghälsa/slemhinnor.,Löses långsamt i magen för lokal effekt.,Låg.,FALSE,6; 1
Zinkpikolinat,Zinc Picolinate,Grön,15 mg,30 mg,Balansera med koppar vid långtidsbruk.,Pikolinat har utmärkt upptag.,Medium. Kan hämma kopparupptag.,TRUE,1; 2
ZMA,ZMA (Zinc/Mg/B6),Grön,1 dos,1 dos,"Sömn, återhämtning.",Populär stack.,Låg.,FALSE,7; 2
Åkerfräken,Horsetail Extract,Grön,300 mg,600 mg,Kiselkälla.,Ofta i hårkomplex.,Låg.,FALSE,1
Äggprotein,Egg White Protein,Grön,20 g,40 g,"Medelsnabbt, hög BV.",Laktosfritt alternativ.,Låg.,FALSE,2
Äppelcidervinäger,Apple Cider Vinegar (ACV),Grön,500 mg,1500 mg,"Blodsocker, matsmältning.",Kapslar skonar tandemaljen.,Låg.,FALSE,6; 1
Äppelcidervinäger,Apple Cider Vinegar,Grön,15 ml,30 ml,Insulinsvar mat.,Ättiksyra.,Låg.,FALSE,6
Ärtprotein,Pea Protein,Grön,20 g,40 g,"Veganskt, bra aminosyraprofil.",Högt i Arginin.,Låg.,FALSE,2
